QuoteNumber,QuoteConversion_Flag
407,0.000459770114943
408,0.301605973171
409,0.0379372064106
410,0.00666666666667
412,0.00129370629371
416,0.0456067301389
424,0.00848015532226
425,0.00440476190476
427,0.393487527083
430,0.00333333333333
438,0.00222222222222
439,0.347020449058
441,0.0456120139578
447,0.83904211146
449,0.990495113738
452,0.343625578344
453,0.00216040100251
457,0.560951321121
464,0.0238642773226
465,0.437243141071
467,0.580909894115
468,0.00111111111111
469,0.0603924366397
470,0.00325687969438
473,0.0397846799807
474,0.0181614142031
475,0.030319362211
476,0.171790027186
479,0.111264185823
480,0.11388676066
481,0.0439183129935
484,0.260355704461
487,0.0572428903339
494,0.0350893979779
495,0.0035
496,0.0404798322982
498,0.149787569587
500,0.0214479100621
504,0.000833333333333
505,0.133561815357
512,0.315951429771
513,0.0660656875935
516,0.480036578967
519,0.034319202312
525,0.228023136092
527,0.0444846603752
530,0.172875456704
532,0.76473028951
536,0.991581048885
539,0.0065512698001
541,0.033330859772
542,0.00614583333333
543,0.910390440688
544,0.0938335924958
547,0.535237074638
551,0.0853214799145
552,0.139278429589
555,0.735232942649
557,0.00725824774354
563,0.011380738022
568,0.0119824349521
569,0.00658974358974
571,0.0549381570561
574,0.0178928571429
575,0.973215442474
580,0.00444444444444
581,0.233580515614
595,0.144421942072
598,0.01
599,0.0733981579528
600,0.128199178131
602,0.00803286560183
603,0.00228629055917
609,0.00333333333333
611,0.262302201907
614,0.203532267964
615,0.0281127378797
620,0.00547222222222
624,0.0435919762244
625,0.0
628,0.173905790371
633,0.0929656496161
640,0.109493637878
642,0.88745391267
646,0.959586067281
648,0.0978729943562
652,0.0174014550265
656,0.0
657,0.22954240608
658,0.22957187808
659,0.115773587059
663,0.136484500754
664,0.255372730978
668,0.214420068496
669,0.00366666666667
671,0.244907112706
673,0.985890319882
675,0.00666666666667
677,0.273862638401
684,0.0435231219546
686,0.0547884715435
687,0.00138042011383
691,0.00282120958751
693,0.195483801611
694,0.0102197542653
695,0.834780630935
696,0.214721364097
699,0.436610199025
701,0.124769675775
702,0.000833333333333
703,0.01
705,0.0209434706967
706,0.0754606516324
710,0.267228397852
711,0.129428196734
713,0.0122103603025
717,0.261680878867
718,0.395181516488
720,0.00978708880463
721,0.0
725,0.717977388597
726,0.211764269857
729,0.0575253675751
733,0.202267277952
739,0.575147707383
740,0.0607905975651
744,0.85607410327
745,0.00605132793858
750,0.0657201267504
753,0.0380553677897
754,0.962448525191
758,0.936676087227
759,0.1014722658
762,0.000395299145299
764,0.000625
767,0.00958091418386
769,0.0386038192544
773,0.626720186691
774,0.133608411951
777,0.940023418749
778,0.895913687789
779,0.0157633897933
785,0.241034946287
789,0.00333333333333
790,0.0772711064119
791,0.240914869104
793,0.353745938276
794,0.200939584849
797,0.0117334410948
798,0.954972456342
799,0.103443077057
800,0.43170751566
801,0.159346118551
807,0.249090253307
808,0.112119695006
814,0.415658384184
815,0.396783325907
816,0.00148148148148
817,0.00333333333333
819,0.0188051883847
821,0.0794632752966
822,0.061062339008
823,0.0
829,0.0
833,0.000666666666667
834,0.0330630890045
836,0.109277786033
837,0.829635479408
842,0.00333333333333
843,0.28842492967
846,0.909513723636
847,0.00289311745547
854,0.00333333333333
855,0.90087769211
857,0.041400029885
859,0.0
860,0.00454545454545
861,0.0903448763431
862,0.0175813544564
867,0.0
868,0.3572939844
870,0.889347421282
872,0.0283050634327
875,0.908486907999
878,0.154732195579
879,0.0
881,0.0682921015464
882,0.00708875344716
883,0.00444444444444
884,0.00945647481174
885,0.170880103366
886,0.147203836951
890,0.0602457178773
891,0.005
898,0.00333333333333
899,0.045982483875
900,0.0393382533169
902,0.318793816376
903,0.058615831478
905,0.00190476190476
906,0.757473876856
913,0.978468734969
915,0.005
918,0.0453411833219
923,0.199936346913
926,0.0116285260936
928,0.625049070391
929,0.00101851851852
930,0.110222908852
933,0.0
936,0.976205307864
938,0.0108045440398
944,0.0774908097823
949,0.179412369638
953,0.00157816257816
954,0.00333333333333
955,0.143007504671
956,0.561214281003
957,0.957026592816
960,0.0359262118376
963,0.601105093535
964,0.0432505061985
966,0.00190476190476
967,0.0101135927245
972,0.0177661782324
973,0.0285344001362
975,0.957062514627
976,0.0803738327306
977,0.00727238735076
979,0.0703718127403
982,0.407974811539
984,0.00126666666667
985,0.0673308600506
995,0.122466140465
996,0.0682815301044
999,0.00122222222222
1001,0.158013537084
1004,0.0212430360117
1005,0.51454683462
1009,0.00775999310417
1010,0.00608187134503
1011,0.719908886151
1012,0.285784378399
1014,0.0355762708797
1015,0.734571467947
1016,0.725793371568
1018,0.339902623527
1019,0.374605121196
1020,0.03587889292
1024,0.00569444444444
1025,0.984125414709
1028,0.234528074199
1030,0.0536968514153
1032,0.439305597945
1035,0.0
1037,0.0238740217412
1038,0.990249268603
1042,0.462587644517
1043,0.0626565992431
1053,0.18506950449
1055,0.0415922042285
1057,0.0247818104929
1059,0.0
1061,0.922240321517
1067,0.787138682865
1069,0.972720208974
1073,0.00133333333333
1075,0.00414285714286
1077,0.0381472730376
1078,0.466800548876
1079,0.0445252220782
1080,0.00175669456402
1082,0.00208874458874
1083,0.207743927013
1086,0.00762107921318
1089,0.0602755584562
1090,0.193580207241
1098,0.0711724359147
1099,0.993640800597
1102,0.0274934209079
1103,0.887310446427
1104,0.0767560487392
1105,0.00790359477124
1106,0.93615975305
1115,0.0
1118,0.127190071082
1124,0.120255897713
1130,0.163007299606
1134,0.0
1135,0.642568950301
1137,0.171460193803
1142,0.155966222744
1143,0.0582160737782
1144,0.001
1147,0.00154166666667
1155,0.96977782952
1156,0.0283491357343
1158,0.0795376928688
1160,0.11908774346
1162,0.584992992549
1168,0.95513648191
1169,0.129917160827
1170,0.0112166698798
1171,0.493927315108
1172,0.984703623501
1178,0.0654226983657
1179,0.0434254034111
1181,0.0
1183,0.00481114163614
1187,0.0
1188,0.0208560209623
1190,0.298385546101
1191,0.0025
1193,0.00666666666667
1195,0.000257936507937
1203,0.42809944287
1204,0.957631676448
1208,0.385933793752
1216,0.00122610722611
1221,0.13290124654
1223,0.177161169108
1225,0.304024705443
1229,0.0433172034467
1231,0.0776463306342
1233,0.0
1238,0.0197530548156
1240,0.0747552302467
1242,0.0427663705316
1243,0.256326058594
1244,0.156962667301
1245,0.0461032511828
1250,0.983965534628
1251,0.000384615384615
1257,0.224128706771
1260,0.0947344835344
1261,0.136319417206
1282,0.0129364672776
1283,0.018131440727
1285,0.0109942881193
1286,0.971483579826
1287,0.00487301587302
1288,0.269306763062
1290,0.0435636384786
1291,0.0264391665075
1293,0.0964471051182
1294,0.235125721817
1300,0.0996012457757
1309,0.0455389736751
1310,0.0926808774661
1312,0.0975132943968
1314,0.143114645338
1315,0.158050123069
1317,0.417831383102
1321,0.399729693059
1325,0.207284213032
1331,0.00333333333333
1334,0.00192270531401
1335,0.341081032404
1337,0.170747781342
1339,0.261400586643
1340,0.183664213693
1349,0.0165654960981
1350,0.00333333333333
1352,0.047480596223
1356,0.14040038938
1359,0.00333333333333
1362,0.71073912377
1364,0.0950645303421
1365,0.00333333333333
1367,0.00224537037037
1368,0.00756918935565
1369,0.005875
1370,0.287163048991
1371,0.00333333333333
1372,0.904794531041
1374,0.45550227722
1380,0.000591133004926
1382,0.00333333333333
1384,0.106972905847
1385,0.18790324466
1386,0.00688888888889
1388,0.291305211125
1389,0.119476231482
1390,0.0130091778041
1391,0.00833333333333
1392,0.9374897418
1393,0.132011415202
1395,0.0717982168379
1399,0.195782019475
1400,0.885513252833
1405,0.00333333333333
1406,0.000384615384615
1407,0.433701500584
1410,0.357914551001
1413,0.000333333333333
1415,0.0124409974136
1417,0.0601165500731
1418,0.217168645536
1419,0.00792056635533
1420,0.0651337071864
1422,0.0
1423,0.453078296212
1424,0.11401035737
1426,0.204512649707
1427,0.0470618374141
1429,0.373117861158
1431,0.0275510402983
1433,0.0585869623843
1438,0.0187504140019
1440,0.238517661413
1442,0.00366666666667
1448,0.895831770471
1449,0.287402788595
1451,0.0272615577132
1453,0.0180894121452
1454,0.734994380453
1455,0.0152880952381
1458,0.0012354925776
1459,0.961527265196
1460,0.0142877213563
1461,0.0732229060734
1465,0.00559898126565
1466,0.00878238077372
1470,0.322239607047
1474,0.0618612357029
1475,0.0
1476,0.80277011419
1478,0.00333333333333
1479,0.40289527167
1483,0.965879775614
1485,0.00394444444444
1488,0.448332836899
1490,0.378908130196
1492,0.180059351126
1493,0.188946385385
1500,0.000814393939394
1505,0.00333333333333
1506,0.00444271911663
1510,0.00387445887446
1511,0.00628429951691
1513,0.00333333333333
1518,0.109161724834
1523,0.964933920179
1528,0.37322158307
1538,0.336220940956
1543,0.0275571999885
1545,0.25070274489
1546,0.422258051066
1547,0.443254464605
1549,0.0487221138255
1551,0.010404526855
1558,0.00508373015873
1561,0.906231821062
1563,0.00333333333333
1564,0.0021568627451
1568,0.0140773752018
1574,0.00333333333333
1575,0.37275006786
1576,0.0754319535964
1578,0.0670524589854
1581,0.370691991842
1582,0.528375431736
1583,0.0194663760153
1586,0.38711092836
1588,0.765290886185
1589,0.920898761714
1593,0.0395059515462
1594,0.00793526360918
1595,0.00690312661958
1605,0.00859943988548
1607,0.00237922705314
1608,0.0834058315286
1610,0.98386974397
1614,0.00293552582683
1616,0.113164153077
1617,0.124178152468
1630,0.393573726139
1631,0.17319331223
1632,0.00868571428571
1636,0.0637787680023
1638,0.0
1639,0.14588782078
1641,0.00172873422873
1647,0.0511320248597
1649,0.619544517352
1651,0.00944444444444
1653,0.00674937392357
1654,0.00333333333333
1656,0.0197400600758
1658,0.00333333333333
1659,0.973629745415
1664,0.0852113126771
1666,0.623414438457
1669,0.9818291193
1670,0.108574166538
1671,0.597066621312
1673,0.480783757446
1674,0.579154223455
1675,0.00585823411046
1681,0.0023556998557
1682,0.873957443209
1683,0.0141974211948
1684,0.0492471000062
1686,0.0170421655296
1691,0.19583917217
1693,0.134550090036
1699,0.380050884415
1700,0.00838566827697
1703,0.971182135021
1705,0.0037037037037
1709,0.0859160702996
1710,0.128789479531
1714,0.11467835511
1717,0.47339801039
1721,0.0
1725,0.00333333333333
1727,0.045300082573
1728,0.00111111111111
1735,0.0245542920692
1736,0.240072521006
1740,0.71095835833
1744,0.311771880056
1745,0.0260933855001
1748,0.0571408578179
1750,0.346342171477
1752,0.00846037296037
1757,0.442460745903
1759,0.00395833333333
1763,0.00618989194017
1764,0.837654803655
1768,0.140558646986
1772,0.466163392716
1773,0.0498701679189
1780,0.988287931188
1790,0.00100802277433
1792,0.114038704438
1794,0.0380737841863
1795,0.630960254207
1798,0.00634874637821
1801,0.175256855995
1803,0.0431275640959
1804,0.964082501677
1810,0.0139567435028
1813,0.0633908934323
1818,0.395248372679
1820,0.0401877520856
1824,0.959126683122
1825,0.950791880343
1826,0.980997335062
1831,0.383282316321
1834,0.288720266823
1839,0.486359559276
1841,0.00511111111111
1843,0.416413842377
1848,0.1521407108
1849,0.00333333333333
1851,0.00333333333333
1852,0.618391123518
1857,0.117386632414
1858,0.000902564102564
1860,0.0637595298275
1862,0.0285916978728
1863,0.00333333333333
1864,0.181824014282
1869,0.00358974358974
1872,0.143651727584
1879,0.0
1880,0.351705376996
1881,0.992651098901
1884,0.003170995671
1888,0.823759914043
1890,0.0932700595146
1891,0.430259291434
1893,0.0159884692228
1895,0.858405973904
1896,0.00115454292085
1904,0.0769373130482
1905,0.199082508869
1908,0.985110964237
1910,0.303501389827
1912,0.0
1913,0.217548368232
1919,0.817826546664
1920,0.0737186507704
1922,0.127408506399
1923,0.0179692320026
1927,0.001875
1929,0.0421687957524
1930,0.0223681615084
1939,0.000833333333333
1941,0.000384615384615
1944,0.00333333333333
1947,0.992664835165
1953,0.152899685067
1958,0.00851587301587
1959,0.0079373015873
1961,0.854243640252
1964,0.0350134031111
1967,0.10182058273
1969,0.973531963726
1970,0.358134577478
1972,0.000185185185185
1973,0.160629712292
1975,0.0
1977,0.00333333333333
1979,0.151601768466
1982,0.0490783898103
1984,0.0141053522014
1988,0.0831392760555
1989,0.28069335955
1992,0.343620440974
1994,0.00209523809524
1995,0.407070320651
1996,0.00277182539683
1997,0.00357905982906
1998,0.0216549614711
2003,0.055830288965
2004,0.543591413799
2007,0.0133695671817
2008,0.610117703738
2010,0.209758380537
2013,0.00583304068802
2014,0.0854175633763
2020,0.925961257955
2021,0.0586865650223
2022,0.00621996823627
2023,0.930877558502
2026,0.91131061461
2032,0.24634813178
2033,0.0318576476031
2035,0.0113396898337
2036,0.0701657928274
2037,0.000533333333333
2041,0.04172796157
2044,0.000952380952381
2045,0.0909200846708
2046,0.399869140047
2047,0.0275177785178
2049,0.0703445511121
2051,0.268344485022
2052,0.840349750561
2053,0.295616062411
2056,0.16003871619
2061,0.0534628572593
2063,0.0120943994753
2065,0.126328024728
2070,0.10233933716
2074,0.311345302911
2075,0.300885333348
2078,0.361625035248
2080,0.00431602072267
2081,0.351450310807
2082,0.138167318296
2085,0.00680555555556
2087,0.0678649456131
2088,0.00333333333333
2089,0.0353164622018
2090,0.575060013924
2091,0.00225339913
2092,0.0969566336424
2093,0.132789797358
2094,0.0443676348753
2096,0.0394103444123
2097,0.889143480284
2098,0.0280004164335
2099,0.00333333333333
2103,0.396212928041
2104,0.427593593525
2105,0.0382019616366
2107,0.369145403464
2108,0.0651579622385
2111,0.0127981184846
2112,0.158517331337
2113,0.0579513110919
2114,0.159083592979
2118,0.243463701026
2119,0.0882995670181
2120,0.0613599537256
2128,0.131269269434
2130,0.0149927862733
2135,0.00666666666667
2136,0.00362745098039
2137,0.0365599141405
2138,0.275271716739
2139,0.132289660165
2141,0.00485287535726
2143,0.00311111111111
2144,0.00555555555556
2147,0.92136372184
2148,0.108873619134
2149,0.00585185185185
2157,0.294656481122
2164,0.151531531865
2165,0.00617454398401
2166,0.51966891186
2167,0.947594862549
2168,0.0483740702488
2173,0.0831481064808
2178,0.15021470908
2179,0.879293407419
2181,0.00333333333333
2189,0.980651393955
2190,0.0377811496195
2193,0.000815522875817
2194,0.0392135765958
2195,0.00102564102564
2196,0.900062016697
2199,0.0129985135637
2201,0.298543086491
2202,0.172775215874
2206,0.489937738513
2207,0.000623188405797
2208,0.0344444103655
2209,0.0762511732273
2210,0.438184847292
2211,0.0788219822034
2215,0.983956493069
2219,0.00333333333333
2220,0.0903889343041
2221,0.605063270949
2222,0.281020225803
2224,0.00333333333333
2227,0.107211666881
2231,0.0332317007458
2232,0.165077083836
2233,0.954617189026
2239,0.00409331409331
2240,0.422868911511
2241,0.228748068322
2242,0.000833333333333
2245,0.00649450549451
2247,0.0338975502562
2248,0.303935653132
2250,0.00697936467409
2251,0.000763888888889
2253,0.153552319981
2254,0.166884559908
2255,0.214298675798
2256,0.0471254944666
2257,0.00333333333333
2258,0.0118285098815
2259,0.00444444444444
2262,0.0106746031746
2263,0.007
2265,0.0160306179503
2266,0.00346666666667
2267,0.00706432748538
2274,0.83383657152
2275,0.038746839696
2276,0.350632763138
2280,0.114612805585
2281,0.719084731145
2283,0.423897029376
2284,0.0927870015222
2285,0.418499449537
2290,0.03142583057
2291,0.242819396136
2295,0.935744526183
2296,0.000144927536232
2298,0.125169241064
2299,0.250571101687
2303,0.172338672803
2307,0.060606234824
2312,0.0281626317377
2316,0.0
2322,0.00304308766699
2323,0.00166666666667
2324,0.00625
2326,0.00444444444444
2329,0.221669567977
2330,0.0
2332,0.0778548956701
2335,0.000144927536232
2337,0.00037037037037
2341,0.012785440613
2344,0.985817278248
2345,0.0
2346,0.122681535954
2347,0.0731092943075
2349,0.934791484161
2350,0.0904995326378
2352,0.00666666666667
2355,0.338487963819
2361,0.277522509196
2363,0.117713714016
2366,0.0425705764298
2367,0.152229716044
2369,0.0540299321284
2370,0.0484226799294
2371,0.0396024436292
2376,0.133788472548
2377,0.575240196016
2380,0.944548950032
2382,0.00354598449686
2384,0.181929929469
2386,0.217387936052
2388,0.00571940836941
2389,0.0981487057369
2393,0.143578223411
2398,0.0433052568469
2400,0.00796296296296
2405,0.0200677945834
2417,0.0125714285714
2418,0.0865436671612
2419,0.016618506713
2420,0.00461538461538
2421,0.980042056609
2426,0.180279176412
2427,0.0450786849545
2428,0.0933843980796
2433,0.00515088269219
2434,0.0449203656624
2435,0.00136752136752
2436,0.00818181818182
2437,0.0393559910251
2439,0.0279321513648
2442,0.919208424521
2443,0.00222222222222
2448,0.228524078477
2449,0.00333333333333
2451,0.0391044419594
2453,0.00504884004884
2457,0.00666666666667
2458,0.374375434364
2462,0.937655193961
2465,0.116838267002
2466,0.954068284265
2469,0.991524420024
2470,0.0
2472,0.0894218381933
2473,0.0936887233183
2474,0.106269858339
2477,0.0874806152273
2478,0.0101700937281
2480,0.0163376618172
2481,0.0139155372405
2483,0.0977049319751
2487,0.058128002089
2490,0.130260176741
2494,0.0
2496,0.0056277371243
2501,0.906421146655
2502,0.00350877192982
2506,0.00643518518519
2508,0.0732435249264
2513,0.303384493487
2514,0.231872064842
2515,0.00380952380952
2517,0.101899587967
2518,0.981748285212
2522,0.470894416785
2527,0.0388161393541
2532,0.193346431867
2533,0.171969702994
2534,0.0121012901308
2535,0.448873930945
2538,0.036920971756
2540,0.121063605015
2543,0.00333333333333
2544,0.179593955156
2546,0.00222222222222
2547,0.993095640672
2548,0.158740248416
2549,0.102969195416
2551,0.300248484209
2552,0.334123702491
2557,0.0134751278415
2559,0.975032986949
2560,0.0517292933409
2562,0.00422222222222
2567,0.00428431372549
2569,0.119856141131
2580,0.978538775252
2583,0.182671187143
2588,0.0219970456196
2592,0.583288384868
2595,0.0149550640971
2599,0.00131161109422
2600,0.225583756878
2601,0.0378831666933
2604,0.00171296296296
2607,0.897743988036
2608,0.24411609382
2611,0.0887022687584
2612,0.355493485824
2613,0.0102840909091
2614,0.199723338512
2620,0.0243684795146
2627,0.662241245845
2630,0.00921988098653
2631,0.157111143411
2637,0.293050449584
2640,0.13240834992
2642,0.255562146911
2643,0.109350156214
2644,0.14120497241
2645,0.949320010829
2648,0.0925087769956
2649,0.0155074295731
2651,0.258882229156
2652,0.00333333333333
2653,0.887850360804
2654,0.00892948367086
2656,0.447564508832
2657,0.317078166455
2664,0.0153853046595
2665,0.279653438991
2668,0.260007900826
2669,0.173630592453
2671,0.00333333333333
2673,0.460905008015
2675,0.450076904816
2678,0.0134238188376
2680,0.20657084851
2682,0.00106545338442
2686,0.00333333333333
2688,0.411513520403
2689,0.0449616933156
2691,0.0305165863017
2693,0.0
2698,0.759292118822
2703,0.00333333333333
2705,0.979170753964
2706,0.907389495843
2707,0.412810431242
2711,0.0153535400967
2716,0.00425073099415
2717,0.466998443504
2721,0.325184824105
2723,0.0
2724,0.744862795955
2725,0.0129589459388
2726,0.0
2732,0.0133153197207
2733,0.00316512714868
2734,0.00647249137973
2740,0.0071771030061
2743,0.0231113539883
2744,0.0
2747,0.166740590426
2749,0.95947871998
2750,0.0703788843901
2751,0.369850227053
2754,0.00333333333333
2755,0.00510846560847
2756,0.00513986013986
2758,0.955837033346
2763,0.0811481932587
2767,0.0788000584168
2771,0.147251563847
2772,0.714617352799
2777,0.00333333333333
2784,0.129497321221
2788,0.16528070655
2789,0.461176044551
2790,0.0150128814541
2793,0.122855732366
2796,0.0645408203652
2798,0.00333333333333
2799,0.314018670494
2800,0.280140465142
2803,0.0884379159
2804,0.000277777777778
2807,0.126575368653
2808,0.25600735058
2809,0.140369583568
2816,0.00685714285714
2824,0.00333333333333
2825,0.00645980916521
2826,0.295456509862
2829,0.0
2833,0.0235524623915
2836,0.0147592592593
2837,0.00574050362643
2839,0.488484740091
2841,0.40417636174
2842,0.00250712250712
2845,0.068044826245
2846,0.104924621714
2847,0.132348734286
2849,0.960944521421
2852,0.0637565176911
2857,0.124816554847
2861,0.00860932838879
2864,0.942450512052
2868,0.162354453798
2871,0.514870882267
2872,0.108109429649
2873,0.976174122972
2874,0.00223311546841
2875,0.434755656551
2876,0.915985322531
2878,0.781476147513
2880,0.0
2882,0.0564143527949
2884,0.00333333333333
2885,0.0031454248366
2886,0.96413712522
2887,0.956656613314
2889,0.00333333333333
2890,0.0342461767634
2891,0.00288780663781
2892,0.513385661757
2894,0.053843116225
2896,0.128150461487
2899,0.447568925923
2900,0.106729726739
2901,0.203278081216
2903,0.000833333333333
2904,0.970231297741
2905,0.288610427856
2906,0.337186337622
2907,0.0524538485905
2910,0.969130237771
2911,0.126103412181
2914,0.975048615404
2921,0.0893397483569
2923,0.00333333333333
2926,0.0
2927,0.104743676342
2928,0.00333333333333
2929,0.000555555555556
2932,0.00333333333333
2934,0.0942954801892
2935,0.969240159634
2937,0.0319001992787
2939,0.368681305935
2940,0.0661959588259
2944,0.158578384439
2947,0.0
2948,0.485057541083
2950,0.0284776396584
2954,0.00333333333333
2955,0.00333333333333
2957,0.0540490368484
2966,0.00363636363636
2968,0.10993195025
2969,0.357109420897
2971,0.761007909675
2973,0.0150988449173
2977,0.258143452208
2979,0.00613095238095
2980,0.0
2981,0.297089975555
2982,0.000851851851852
2985,0.174462361428
2988,0.03485051691
2989,0.128819660444
2992,0.441897326151
2997,0.918209781451
3001,0.427519934989
3004,0.0504322213508
3010,0.00288461538462
3012,0.00215603673031
3013,0.0
3015,0.317929120328
3017,0.0026858076564
3018,0.311344239322
3019,0.257627076399
3020,0.0317266949461
3024,0.00333333333333
3025,0.158020991954
3027,0.0
3029,0.966663121071
3031,0.0975166950496
3032,0.0732728826848
3034,0.0
3040,0.329533361887
3041,0.885876394077
3042,0.977389250106
3045,0.915161825958
3048,0.00445061011742
3050,0.241896613605
3051,0.0584326333873
3054,0.926117582321
3056,0.980036122253
3058,0.71958875495
3060,0.0130772005772
3063,0.1134269852
3064,0.981006066895
3066,0.00444444444444
3067,0.390905704162
3068,0.005
3069,0.00333333333333
3071,0.980437803577
3073,0.00844119306619
3076,0.239407057435
3077,0.188737318419
3081,0.00866060637832
3084,0.017896950544
3087,0.177770868577
3089,0.0538067880662
3094,0.0195770891108
3095,0.978580317442
3096,0.0609557068934
3099,0.0460645048964
3100,0.0488817925697
3101,0.138341576458
3106,0.0938032522232
3108,0.162729825904
3114,0.460094294518
3117,0.000833333333333
3118,0.0165096364353
3119,0.00643280632411
3122,0.122870425508
3123,0.90041341376
3124,0.15954898536
3127,0.710164782171
3129,0.0
3130,0.0
3135,0.367395203002
3136,0.0734784515526
3140,0.0655003323214
3143,0.00333333333333
3146,0.0402398008444
3148,0.420196540872
3150,0.465588488471
3156,0.141369118028
3161,0.0244874962212
3162,0.0692778162986
3165,0.661914320307
3166,0.989565558189
3172,0.923610224153
3173,0.420046077438
3174,0.0608345961509
3175,0.0644441812576
3176,0.459276270777
3184,0.869279337663
3185,0.271586664072
3186,0.21555358474
3189,0.350027760072
3191,0.264976540297
3193,0.294601019423
3194,0.00240807370646
3198,0.00653937728938
3203,0.0581799587156
3205,0.56867162747
3211,0.229830714171
3212,0.235054785391
3213,0.0
3214,0.46749505784
3217,0.00581562933703
3222,0.00333333333333
3225,0.355298688736
3229,0.000833333333333
3230,0.272774730502
3231,0.114969457999
3233,0.104572800967
3236,0.513764958063
3237,0.00659607351713
3239,0.0785979978492
3240,0.973452669269
3241,0.362957269979
3245,0.420472436638
3246,0.00333333333333
3249,0.00333333333333
3251,0.864262835854
3253,0.178262540976
3256,0.928695598675
3257,0.00103720956982
3259,0.0953562240056
3264,0.147018297456
3265,0.239041990694
3266,0.389873797997
3267,0.00333333333333
3269,0.971816688981
3271,0.0824044388676
3274,0.0267116672115
3277,0.00333333333333
3282,0.00267087542088
3283,0.211284367211
3284,0.0665022574396
3288,0.27432756354
3289,0.00333333333333
3290,0.028779127084
3295,0.0
3298,0.0416762156023
3300,0.978713381103
3301,0.0514684526714
3303,0.769068392737
3306,0.00621937321937
3307,0.0116441495152
3308,0.572944022073
3312,0.135329939301
3316,0.057540075484
3317,0.795626314263
3320,0.0466649984748
3323,0.0517477048198
3327,0.0120531533282
3337,0.0602193870107
3339,0.263185239866
3341,0.897841737316
3349,0.0574450954449
3353,0.273434187591
3358,0.288293810877
3363,0.000375
3364,0.000769230769231
3370,0.0132464052288
3380,0.0446013586954
3381,0.000833333333333
3383,0.0
3386,0.0
3387,0.411848409199
3392,0.366065138922
3396,0.0428062975149
3397,0.166453700097
3400,0.0
3401,0.641641426758
3402,0.00237037037037
3404,0.00111111111111
3405,0.0
3406,0.0
3407,0.00333333333333
3408,0.251641001184
3411,0.0441759363181
3413,0.0
3422,0.134325122395
3423,0.120984366884
3425,0.00976008436008
3428,0.2724705214
3429,0.969554097581
3433,0.42885931852
3437,0.130667781556
3439,0.517149031178
3447,0.0468552405545
3454,0.000484848484848
3455,0.0108452097139
3456,0.00134099616858
3457,0.00768794228472
3458,0.420667298444
3459,0.498723314757
3463,0.109822421769
3464,0.211458774671
